Date,Bed,Wakeup,MoodMorning,MoodDay,MoodEvening,PhysicalMorning,PhysicalDay,PhysicalEvening,Food,Drinks,Coffee,Tea,Soda
1/1/2015,2,10,Slightly congested,Slightly congested,Slightly congested,Lazy,Lazy,Alright,"- Bagel + cream cheese + lox #breakfast
- Turkey sliders, salad #lunch
- Salad, beans, chickpeas, corn turkey bacon, cheese #dinner",- 1 beer,1,1,
